,date,news,score
0,2023-01-01 04:03:57,"Title: 2022 Percentage Returns for 5 Largest Stocks by Market Capitalization - Saturday, Dec. 31. Description: Here how the year ended for the five largest stocks by market capitalization.
",0
1,2023-01-01 09:09:20,"Title: How to turn on the keyboard light on a Mac. Description: Knowing how to turn on the keyboard light on a Mac will make typing in low light far more pleasurable
",0
2,2023-01-02 01:30:36,"Title: Berkshire Hathaway Had a Strong 2022. What to Watch in 2023.. Description: Investors are likely to focus more on CEO succession with CEO Warren Buffett turning 93 in August.
",0
3,2023-01-02 07:09:15,"Title: Should you cancel Apple TV Plus this month?. Description: What does Apple TV Plus have while we wait for Ted Lasso?
",0
4,2023-01-02 12:01:14,"Title: 'Take the money and run': top calls on META in 2022. Description: For Facebook parent company Meta Platforms, 2022 will likely go down in history as a year worth forgetting.
",-1
5,2023-01-02 20:20:00,"Title: Jim Cramer: My worldview for the first half of 2023 and the stocks that will win. Description: When I was running my hedge fund, I always sent an internal memo to the team that explained what I saw coming in the year ahead. This is that memo. 
",1
6,2023-01-03 03:31:16,"Title: European Stocks Extend Recovery on China as Traders Await Data. Description: We've detected unusual activity from your computer network
",0
7,2023-01-03 06:06:23,"Title: 23 Top Dividend Stocks to Buy and Hold in 2023. Description: These dividend stocks could reward investors in the new year and beyond.
",1
8,2023-01-03 07:31:31,"Title: Is iShares Core S&P U.S. Growth ETF (IUSG) a Strong ETF Right Now?. Description: Smart Beta ETF report for IUSG
",1
9,2023-01-03 08:42:36,"Title: Elon Musk Expresses Dissatisfaction Over IRS Norms For EV Credits, Largest iPhone Plant In China Resumes 100% Production, US Republican Back TikTok Sale To US Entity: Top Stories Today. Description: Benzinga
",0
10,2023-01-03 09:21:21,"Title: Stocks start 2023 higher, Tesla deliveries, German CPI - what's moving markets. Description: By Geoffrey Smith
",1
11,2023-01-03 10:06:48,"Title: Foxconn's Largest iPhone Plant In China Nears Resuming 100% Production. Description: Apple Inc's (NASDAQ: AAPL) crucial supplier Hon Hai Precision Industry Co Ltd (OTC: HNHPF) Foxconn Technology Group, has brought the largest iPhone plant to about 90% of anticipated peak capacity. The update implied Apple's biggest production partner had secured enough workers despite a Covid resurgence and recent staff uproar, Bloomberg reports. Foxconn doled out bonuses to attract new workers and convince those still there to stay on. Foxconn reportedly aimed for the plant to resume total prod
",1
12,2023-01-03 11:06:26,"Title: Alibaba, Pinduoduo rise as new Chinese foreign minister wants better U.S. ties. Description: Chinese tech leaders such as Alibaba, Pinduoduo and Tencent Holdings kicked 2023 off with notable gains on Tuesday.
",1
13,2023-01-03 12:12:33,"Title: Apple's slide topples last stock in US$2T club. Description: A steady slide in Apple Inc. shares pushed the iPhone maker’s market value below US$2 trillion, the latest casualty in the tech stock rout.  
",-1
14,2023-01-03 12:55:25,"Title: Stocks Close Out 2022 With Worst Losses Since 2008. Description: Stocks closed out 2022 experiencing their worst annual losses since 2008, and rang in the new year faltering.
",-1
15,2023-01-03 13:51:58,"Title: The U.S. Stock Market: Best And Worst Performing Sectors In 2022. Description: A closer look at the majority of companies that finished the year in the red, and the few industries and companies that beat the odds and saw positive growth.
",0
16,2023-01-03 14:55:21,"Title: Why Apple Stock Dropped on Jan. 3, 2023. Description: Does Apple deserve a double-digit P/E if its earnings are only growing in the single digits?
",-1
17,2023-01-03 16:09:30,"Title: Dow, S&P 500, Nasdaq start 2023 with another day of losses. Description: After closing out a year in which the S&P 500 dropped more than 19%, Wall Street extended its gloomy demeanor into the start of 2023, with stocks edging lower again.
",-1
18,2023-01-03 17:18:29,"Title: Bankman-Fried Trial Will Put Crypto’sTwitter Defense to the Test. Description: We've detected unusual activity from your computer network
",0
19,2023-01-03 18:09:05,"Title: JOLTs job openings, FOMC minutes, Tesla shares: 3 things to watch. Description: By Liz Moyer
",0
20,2023-01-03 20:08:27,"Title: From a Smart Home to a Smart Yard: Moen Expands the Industry's First Whole-Home Connected Water Product Suite to the Outdoors. Description: From a Smart Home to a Smart Yard: Moen Expands the Industry's First Whole-Home Connected Water Product Suite to the Outdoors
",0
21,2023-01-03 21:01:19,"Title: Apple Inc. stock falls Tuesday, underperforms market. Description: Shares of Apple Inc. shed 3.74% to $125.07 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the NASDAQ Composite...
",-1
22,2023-01-03 21:05:59,"Title: Paramount Global Cl B stock outperforms market on strong trading day. Description: Shares of Paramount Global Cl B rose 1.13% to $17.07 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...
",1
23,2023-01-04 00:04:44,"Title: GraduallyThen Suddenly, New Questions ConfrontChina. Description: We've detected unusual activity from your computer network
",0
24,2023-01-04 03:09:16,"Title: OnePlus 11 has launched— but you can't have it yet. Description: OnePlus 11 launches with powerful chip and 100W charging — and there are new earbuds too
",1
25,2023-01-04 05:20:42,"Title: What the Smartest Investors Know About Apple Stock. Description: Apple stock stumbled in the last month, but these two things could make the company worth investing in.
",1
26,2023-01-04 06:03:15,"Title: Quick! MacBook Air M2 is $200 off in Amazon sale. Description: The the best Apple deal of 2023 so far
",1
27,2023-01-04 06:54:33,"Title: Apple’s paying $50 million to settle Butterfly Keyboard lawsuit — see if you’re eligible to claim. Description: If you had to get your Butterfly keyboard repaired, you could be owed some money
",0
28,2023-01-04 07:34:31,"Title: Logistics Industry Sheds Paperwork inRace to the Digital Frontier. Description: We've detected unusual activity from your computer network
",0
29,2023-01-04 08:33:16,"Title: 4 Cheap Dividend Stocks to Buy Now. Description: The definition of cheap can be subjective, but these dividend ideas cover a lot of value bases.
",1
30,2023-01-04 09:02:35,"Title: Jim Cramer's top 10 things to watch in the market Wednesday: Tech layoffs, bank double downgrade, opportunities in industrials. Description: Wall Street looks to bounce after starting the first trading week of the new year with a decline.
",1
31,2023-01-04 09:43:54,"Title: Halekulani Appoints Davide Barnes Hotel Manager. Description: Halekulani, Oahu’s most acclaimed luxury hotel just steps away from Waikiki beach, today announces the appointment of Davide Barnes to the position of
",1
32,2023-01-04 10:32:49,"Title: Leading Contract Chipmaker TSMC Fails To Impress Analysts. Description: Wall Street banks shifted to a bearish stance on Taiwan Semiconductor Manufacturing Co Ltd (NYSE: TSM), cautioning that the biggest chipmaker will issue conservative guidance for its revenue outlook due to weak demand. The primary Apple Inc (NASDAQ: AAPL) supplier will likely report earnings for the last quarter on January 12, Bloomberg reports. Both Goldman Sachs Group, Inc (NYSE: GS) and UBS Group AG (NYSE: UBS) expect TSMC's sales to be flat in 2023, with UBS slashing its price target by 7.4%
",-1
33,2023-01-04 11:20:02,"Title: Shopify's (SHOP) Commerce Components to Attract Merchants. Description: Shopify (SHOP) launches the Commerce Components platform to attract large retail enterprise businesses as probable customers.
",1
34,2023-01-04 12:21:36,"Title: Microsoft drops after UBS analysts warn of weakness in the cloud. Description: Shares of Microsoft dropped during a broader tech rally Wednesday after analysts at UBS said there is weakness ahead for the tech giant. 
",-1
35,2023-01-04 13:45:17,"Title: Panasonic Automotive Updates SkipGen In-Vehicle Infotainment System to Offer Industry-First Wake Word Access to Siri and Alexa. Description: Panasonic Automotive Updates SkipGen In-Vehicle Infotainment System to Offer Industry-First Wake Word Access to Siri and Alexa
",1
