,date,news,score
0,2023-01-01 02:52:26,"Title: Tracking Terry Smith's Fundsmith 13F Portfolio - Q3 2022 Update. Description: Fundsmith’s 13F portfolio value decreased from $23.45B to $21.07B this quarter. Click here to read an update on the portfolio.
",-1
1,2023-01-03 09:04:06,"Title: Intel just dropped the fastest 13th Gen Raptor Lake CPUs yet at CES 2023. Description: New laptop and desktop chips from Intel look to be mighty fast
",1
2,2023-01-03 19:06:30,"Title: Swipe Price Tops $0.21 on Exchanges (SXP). Description: Swipe (SXP) traded 0.6% higher against the U.S. dollar during the twenty-four hour period ending at 18:00 PM Eastern on January 3rd. One Swipe coin can now be purchased for $0.21 or 0.00001236 BTC on major exchanges. Over the last week, Swipe has traded down 3.6% against the U.S. dollar. Swipe has a total market […]
",1
3,2023-01-04 08:59:30,"Title: Apple Has Been a Problem for PayPal. This Analyst Says That’s Changing.. Description: The payments company's stock fell 62% in 2022, but this year things could be different. Mizuho analyst Dan Dolev had a positive take on the shares.
",1
4,2023-01-04 19:44:35,"Title: Tech Companies KeepSlashingJobs in Uncertain2023Economy. Description: We've detected unusual activity from your computer network
",-1
5,2023-01-05 14:02:33,"Title: Blink drops five new EV chargers including an LTE-connected, 55-inch display solution called Vision. Description: This morning at CES in Las Vegas, Global EV charging network Blink announced five new charging products for businesses and consumers. Blink’s latest...
",1
6,2023-01-06 05:54:14,"Title: Apple AR/VR headset launch could come as soon as March. Description: Apple AR/VR headset delays could mean a spring announcement — but a fall release looks on the cards
",1
7,2023-01-07 04:33:21,"Title: IUSG: Goes Beyond The S&P 500, But That's A Double-Edged Sword. Description: iShares Core U.S. Growth ETF checks all of my boxes for relative stability versus most ETFs we follow. But read why we're bearish on IUSG ETF.
",-1
8,2023-01-09 06:52:39,"Title: Apple's India-Made iPhone Exports Surpass $2.5B In 9 Months — Nearly Twice Previous Fiscal Year's Total. Description:  
",1
9,2023-01-09 16:48:38,"Title: Netflix Inc. stock falls Monday, underperforms market. Description: Shares of Netflix Inc. slid 0.12% to $315.17 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...
",-1
10,2023-01-10 10:02:09,"Title: China IsRacing the US and Europe to Invest in the Fuel of the Future. Description: We've detected unusual activity from your computer network
",0
11,2023-01-11 01:02:15,"Title: Tesla Stock Is Still Loved—and Hated. How to Cut Through the Noise.. Description: The EV maker can generate euphoria and depression. Deciding to buy or sell starts with getting the facts right.
",0
12,2023-01-11 12:48:17,"Title: 5 Tech ETFs Riding High on Sectors' Comeback to Start 2023. Description: The technology-heavy Nasdaq Composite Index rallied 2.6% in the initial days of the year, outperforming the other major indices.
",1
13,2023-01-12 06:50:31,"Title: Nelson Peltz Attacks Disney’s Magic Kingdom. It’s a Taste of Boardroom Dramas Ahead.. Description: Lawmakers will investigate the tech glitch that grounded U.S. flights, Taiwan Semiconductor posts record profit but braces for a downturn, Bed Bath & Beyond stock soars despite possible bankruptcy, and other news to start your day.
",-1
14,2023-01-12 17:12:20,"Title: Apple’s Cook to Take Pay Cut in 2023 That It Says He Requested. Description: We've detected unusual activity from your computer network
",1
15,2023-01-13 13:45:29,"Title: Here Are the Best Tech ETFs for 2023. Description: A brutal year for tech stocks makes this a promising time to consider ETFs holding tech names. Mean reversion suggests semiconductor and software ETFs should be at the top of the list.
",1
16,2023-01-15 09:16:08,"Title: The most-popular big tech default email programs are old and vulnerable. Description: Many individuals and businesses rely on Google and Microsoft email programs created long ago, and big tech email 'age' is a big cybersecurity risk.
",-1
17,2023-01-17 07:32:59,"Title: Should Vanguard Mega Cap Growth ETF (MGK) Be on Your Investing Radar?. Description: Style Box ETF report for MGK
",1
18,2023-01-17 14:21:59,"Title: Apple AirTags and Bluetooth Trackers Are Officially a Billion-Dollar Industry – Here's What To Know, Trends, and the Best Ways To Invest. Description: Apple Inc.’s (NASDAQ: AAPL) AirTag might not seem like a big-ticket item, but the company has now sold over $1 billion worth — or about 55 million — of the handy little trackers since launching in April 2021. Tile, Apple’s largest rival in the space, isn’t too far behind, having sold over $800 million worth, or 40 million, of its technology, although over a much longer timeframe. Despite the industry being young and initially appearing to be quite small, it’s actually a fast-growing, billion-dol
",1
19,2023-01-18 06:49:48,"Title: A Proposed SEC Rule is Roiling the VC World. Description: We've detected unusual activity from your computer network
",0
