,date,news,score
0,2023-01-01 01:32:30,"Title: 2023 Dividend Growth Portfolio Review And Look Ahead. Description: I review my current holdings and sectors in the portfolio and how it has changed over the years. See my income projections for 2023 and potential pitfalls.
",1
1,2023-01-03 09:02:42,"Title: Dividend Growth 50: Income In Year 8 Was Truly Great. Description: This real-money portfolio wrapped up its eighth year with its best income-growing showing ever. Check out this year's update on Dividend Growth 50 stocks.
",1
2,2023-01-03 19:02:25,"Title: EXCLUSIVE: Top 10 Searched Tickers On Benzinga Pro In December 2022: Where Do Tesla, Apple, AMC Rank?. Description: Each trading day features hundreds of headlines and press releases on Benzinga Pro, a source for traders to see the latest news on the overall market and individual tickers.
",0
3,2023-01-04 08:58:25,"Title: Wednesday’s Top Analyst Upgrades and Downgrades: Amazon, AMC, Apple, CVS, Etsy, Goldman Sachs, PayPal, Tesla, T-Mobile and More. Description: Wednesday's top analyst upgrades and downgrades included Amazon, AMC Entertainment, Apollo Global Management, Apple, Block, Capital One Financial, Carlyle, CVS Health, Etsy, Fox, Gilead Sciences, Goldman Sachs, GSK, PayPal, Tesla, T-Mobile, U.S. Bancorp and Wynn Resorts.
",0
4,2023-01-04 18:50:35,"Title: Apple (AAPL) Outpaces Stock Market Gains: What You Should Know. Description: In the latest trading session, Apple (AAPL) closed at $126.36, marking a +1.03% move from the previous day.
",1
5,2023-01-05 13:41:44,"Title: Berkshire Hathaway’s Profits in Snowflake Stock Have Melted Away. Description: Warren Buffett's Berkshire Hathaway once had a paper profit of $1.7 billion after buying shares of software firm Snowflake at its hot 2020 IPO. It's almost all gone now.
",-1
6,2023-01-06 05:53:29,"Title: Samsung Warns of Profit Drop Blaming Weak Demand. What This Means for Apple.. Description: The South Korean technology giant offered a grim preview of results for the fourth quarter.
",-1
7,2023-01-07 04:25:15,"Title: Tuya and Partners Shared Insights on the Matter Ecosystem and Its Application Scenarios at CES 2023. Description: NEW YORK
",1
8,2023-01-09 06:49:53,"Title: Five Things You Need to Know to Start Your Day. Description: We've detected unusual activity from your computer network
",0
9,2023-01-09 16:48:34,"Title: Amazon.com Inc. stock outperforms market on strong trading day. Description: Shares of Amazon.com Inc. rose 1.49% to $87.36 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...
",1
10,2023-01-10 09:44:16,"Title: Amazon, Salesforce Job Cuts Are Warning Signs for Stock Prices. Description: Tens of thousands of tech sector job cuts may not be enough to reverse the collapse in share prices, given the looming economic downturn could slash companies’ revenues far more than the cost savings they make via layoffs.
",-1
11,2023-01-11 00:11:30,"Title: iPhone SE 4 reportedly cancelled — so what is Apple's plan for cheap phones?. Description: Something's missing when it comes to inexpensive iPhones
",0
12,2023-01-11 12:47:29,"Title: Most Active Equity Options For Midday - Wed., Jan. 11. Description: Here are the most active equity options for midday.
",0
13,2023-01-12 06:48:33,"Title: Five Things You Need to Know to Start Your Day. Description: We've detected unusual activity from your computer network
",0
14,2023-01-12 17:12:13,"Title: HP Inc. stock falls Thursday, underperforms market. Description: Shares of HP Inc. dropped 0.97% to $28.55 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...
",-1
15,2023-01-13 13:38:22,"Title: MetLife Pet Insurance Has a New Top Dog: Snoopy. Description: As pet ownership levels in the United States continue to reach new heights, MetLife Pet Insurance announced today it will partner with one of the worl
",1
16,2023-01-15 09:12:46,"Title: Apple tipped to go with LG for its microLED display on future Apple Watch. Description: But is it just for the Ultra model?
",1
17,2023-01-17 07:28:11,"Title: How to use iPhone's Do Not Disturb mode. Description: How to customize and turn on your iPhone's Focus modes
",0
18,2023-01-17 14:21:42,"Title: New Sport Loop-style Spigen Apple Watch band spotted in four colors at $20 Prime shipped. Description: The latest Spigen Apple Watch band has now emerged with support for Apple’s flagship Ultra model and more.
",1
19,2023-01-18 06:47:41,"Title: One of Wall Street’s biggest bulls on 2022 says he’s learned his lesson and isn’t chasing stocks right now. Description: The JPMorgan team that was bullish on equities last year isn't in the mood to chase the rally.
",0
20,2023-01-18 14:13:30,"Title: Apple Could Boost Profits by Designing Its Own iPhone Parts, Analyst Says. Description: Evercore ISI analyst Amit Daryanani sees a potential profit boost of as much as 50 cents a share from Apple bringing the design of more iPhone components in-house.
",1
21,2023-01-19 06:26:31,"Title: Futures fall as weak data fuel recession worries, Fed comments on tap. Description: U.S. stock index futures fell on Thursday after weak economic data fueled recession worries, while investors await comments from more Federal Reserve officials for clues on the central bank's path of monetary tightening.
",-1
22,2023-01-19 17:06:57,"Title: This aluminum adjustable laptop stand makes your 2023 more ergonomic for $15 (50% off). Description: Perfect Office Products 2020 (100% positive feedback past 12 months) via Amazon is offering the LORYERGO Adjustable Laptop Stand for $14.99 once you clip the on-page coupon and use the code MR9YMNG8 at checkout. Shipping is free for Prime members or in orders over $25. Normally going for $30 at Amazon, today’s deal saves 50%…
",1
23,2023-01-20 10:57:14,"Title: This Startup Uses AI To Leave Apple's AirTag In The Dust. Description: Tile was once the top name in the Bluetooth tracker market. While there was some competition, Tile raised over $140 million from venture capital firms, making it by far the most well-funded option on the market. This allowed the company to quickly capture market share and become a household name in the Bluetooth tracker market. 
",1
24,2023-01-22 08:03:32,"Title: Apple Announces New Chips -- Should Semiconductor Companies Worry?. Description: These two semiconductor investors are back to discuss Apple's M2 Pro and M2 Max silicon solutions.
",1
25,2023-01-23 12:34:24,"Title: Rare deals on MUJJO Leather MagSafe iPhone 14 cases deliver up to 37% in savings from $34. Description: MUJJO has now launched a Winter Sale, delivering up to 25% off a range of its leather iPhone 14 cases and some even deeper deals over at Amazon. The brand released its collection of covers for Apple’s latest handsets shortly after they were unveiled and right before landing in our roundup of the best iPhone…
",1
26,2023-01-23 19:36:02,"Title: Kudlow: Biden and his advisers have engaged in a massive cover-up. Description: FOX Business host Larry Kudlow calls out President Biden's classified documents scandal on 'Kudlow.'
",-1
27,2023-01-24 10:49:23,"Title: Oscar nominations 2023 — full list and how to watch on Netflix, HBO Max and more. Description: The 2023 Oscar nominations list is led by Everything Everywhere All at Once, Avatar: Way of Water and Banshees of Inisherin
",0
28,2023-01-25 04:07:35,"Title: Where To Watch All 2023- Oscar Nominated Films. Description: Oscar nominations are out. Don't know where to begin? We've got you covered. Here are 15 Oscar contenders that you can watch right now.
",0
29,2023-01-25 17:07:47,"Title: HP Inc. stock outperforms market on strong trading day. Description: Shares of HP Inc. advanced 1.02% to $28.69 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...
",1
30,2023-01-26 13:00:37,"Title: Top 5 4th Quarter Trades of STRS OHIO. Description: GuruFocus Article or News written by insider and the topic is about: 
",0
31,2023-01-27 09:41:37,"Title: Meta starting to see recovery path after Apple changes, WSJ reports. Description: Following the toughest ye... META, AAPL
",1
32,2023-01-28 10:28:59,"Title: Beating the S&P 500 Is Hard! Here Is How Our ETF Did It.. Description: 2022 proved to be a challenging year for investors across the world. The S&P 500 closed 18.51% down despite a relatively good fourth quarter.
",-1
33,2023-01-30 07:08:28,"Title: “It’s Happening Right Here,” Operation Underground Railroad Documentary Exposes Child Predators and Victims in Every U.S. Community. Description: Operation Underground Railroad (O.U.R.) is releasing “It’s Happening Right Here” on Tuesday, January 31, a shocking documentary that exposes the ways 
",0
34,2023-01-31 06:58:05,"Title: Epson Adds 4K Enhancement to Compact and Versatile 5,200 and 7,000 Lumen PowerLite L Series Laser Projectors. Description: Epson Adds 4K Enhancement to Compact and Versatile 5,200 and 7,000 Lumen PowerLite L Series Laser Projectors
",1
35,2023-01-31 17:11:23,"Title: S&P 500 rallies as GM shines on earnings stage to bolster consumer stocks. Description: By Yasin Ebrahim
",1
36,2023-02-01 09:33:45,"Title: Sean Penn’s Disaster-Aid Charity Ended Up a Money Mess. Description: 
",-1
37,2023-02-01 19:01:32,"Title: Top 5 4th Quarter Trades of NEW MEXICO EDUCATIONAL RETIREMENT BOARD. Description: GuruFocus Article or News written by insider and the topic is about: 
",0
38,2023-02-02 12:12:24,"Title: Pad & Quill's regularly $90 military-style leather Apple Watch band now $47, plus more 35% off. Description: Pad & Quill is offering another notable chance to score its handmade leather and fabric Apple Watch bands with a big-time discount. Matching the best deals we have tracked in several months, outside of the brief Black Friday/holiday offer at 40% off, Pad & Quill is now offering a solid 35% off all of its…
",1
39,2023-02-02 19:40:56,"Title: Here’s how — and where — Netflix has started cracking down on password sharing. Description: Netflix once tweeted 'Love is sharing a password,' which hasn't aged so well.
",-1
40,2023-02-03 07:16:25,"Title: 7 new shows and movies to watch this weekend on Netflix, Disney Plus and Peacock (Feb. 3-5). Description: The best shows and movies to watch this weekend include Black Panther: Wakanda Forever, Dear Edward and Spoiler Alert
",1
41,2023-02-03 16:36:19,"Title: Ryan Cohen Builds Nordstrom Stake With Eye on Board Changes. Description: Meme-stock investor Ryan Cohen has built a sizable stake in Nordstrom Inc. and aims to replace at least one of the department store chain’s directors, according to a person familiar with the matter.
",1
42,2023-02-05 20:48:30,"Title: Apple’s Latest iPhones Sell at Rare $100-Plus Discounts in China. Description: 
",0
43,2023-02-06 13:31:58,"Title: LEADING BOUTIQUE ENTERTAINMENT FIRM DANIEL HOFF AGENCY EXPANDS INTO THE HOLLYWOOD OF THE SOUTH WITH OPENING OF ATLANTA OFFICE. Description: LEADING BOUTIQUE ENTERTAINMENT FIRM DANIEL HOFF AGENCY EXPANDS INTO THE HOLLYWOOD OF THE SOUTH WITH OPENING OF ATLANTA OFFICE
",1
44,2023-02-07 06:07:25,"Title: 7 Red Flags for Apple's Future. Description: The tech giant's latest earnings report didn't impress investors.
",-1
45,2023-02-07 20:39:41,"Title: PayPal Holdings Inc. stock rises Tuesday, still underperforms market. Description: Shares of PayPal Holdings Inc. rallied 1.09% to $83.23 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the...
",1
46,2023-02-08 15:46:22,"Title: Apple Names First People Officer, Shifting Role From Retail Head. Description: 
",1
47,2023-02-09 12:22:14,"Title: Despite the Risks, Apple's Core Remains Unshaken. Description: GuruFocus Article or News written by Muslim Farooque and the topic is about: Apple continues to build a foundation of sustainable earnings growth for the years to come
",1
48,2023-02-10 09:32:29,"Title: Goldman’s Last Key Consumer-Banking Hire Exits Loss-Making Group. Description: 
",-1
49,2023-02-12 01:23:51,"Title: I test headphones for a living — and these are the most underrated earbuds. Description: No wireless earbuds have impressed me more than Sennheiser's CX Plus — here’s why
",0
50,2023-02-13 13:12:16,"Title: Pioneer Square Brands (PSB) Acquires VAULT, Leader in Developing Point-of-Sale Enclosures. Description: Pioneer Square Brands (PSB), parent company of Brenthaven, Gumdrop, and TechShell, today announced it has acquired VAULT, a leading manufacturer of mo
",1
51,2023-02-14 10:13:15,"Title: Why Apple, LVMH, and PepsiCo Are No-Brainer Buys Right Now. Description: These three blue-chip stocks are still great bear market buys.
",1
52,2023-02-15 03:03:35,"Title: Top 5 4th Quarter Trades of Advisors Asset Management, Inc.. Description: GuruFocus Article or News written by insider and the topic is about: 
",0
53,2023-02-15 17:42:38,"Title: A formidable new rival is set to hit Intel and AMD where it hertz. Description: Following AWS steps, Google is expected to launch new server CPUs within years
",-1
54,2023-02-16 11:44:55,"Title: T-Mobile announces launch of MLS Season Pass on Apple TV app. Description: T-Mobile (TMUS) said in a... TMUS, AAPL
",1
55,2023-02-17 07:04:30,"Title: 7 new shows and movies to watch this weekend on Netflix, Apple and Paramount Plus (Feb. 16-18). Description: The best shows and movies to watch this weekend include Star Trek: Picard, Perfect Match and Carnival Row
",1
56,2023-02-18 01:03:42,"Title: Top 5 4th Quarter Trades of COMPTON CAPITAL MANAGEMENT INC /RI. Description: GuruFocus Article or News written by insider and the topic is about: 
",0
57,2023-02-20 17:01:23,"Title: NOMURA HOLDINGS INC Buys 2, Sells 3 in 4th Quarter. Description: GuruFocus Article or News written by insider and the topic is about: 
",0
58,2023-02-21 16:31:30,"Title: El proyector inteligente de LG que bien podra ser el primo incomodo del Freestyle de Samsung. Description: La venganza de los nerds
",0
59,2023-02-22 14:42:37,"Title: Spruill's hot take: Incentivize Triangle startups – not Apple, Google and Amazon. Description: Raleigh entrepreneur Bill Spruill speaks during the Triangle Business Journal's Business Person of the Year event Feb. 22 at The Umstead Hotel & Spa in Cary.
",0
60,2023-02-23 12:40:53,"Title: Why Meta Is copying Twitter. Description: 
",0
61,2023-02-24 09:16:59,"Title: Apple analyst Kuo says low-end VR headset to launch in 2025. Description: Kuo said in a blog post on Friday that Apple plans to release ""low-end"" and ""high-end"" second-generation virtual reality/mixed reality headsets in 2025.
",1
62,2023-02-25 11:22:10,"Title: Buffett's Berkshire posts record annual operating profit. Description: Warren Buffett's Berkshire Hathaway Inc on Saturday reported its highest-ever annual operating profit, even as foreign currency losses and lower gains from investments caused fourth-quarter profit to fall.
",1
