,date,news,score
0,2023-01-01 05:07:26,"Title: The Brits Are Coming: Five Rising Writers To Watch Out For In 2023. Description: This Deadline feature, now in its third year, seeks to spotlight the work of the buzziest new British writers in the business. This eclectic bunch may have different voices, but they all share some…
",0
1,2023-01-01 10:41:41,"Title: OLED iPad Pro could get a whole new size in 2024. Description: The 14.1-inch iPad Pro is apparently dead
",0
2,2023-01-02 02:05:30,"Title: These are the electric cars we're most excited about in 2023 and beyond. Description: Watch out for these electric cars arriving in the very near future
",1
3,2023-01-02 07:52:28,"Title: Should Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF (GSLC) Be on Your Investing Radar?. Description: Style Box ETF report for GSLC
",0
4,2023-01-02 12:19:31,"Title: The 10 Best Stocks to Buy in January 2023. Description: These are the top holdings in my million-dollar stock portfolio.
",1
5,2023-01-02 20:37:21,"Title: Foxconn reinvents itself, and EV supply chains. Description: Foxconn’s most important project in 2023 will be to remake itself. The Taiwanese company is best known for churning out Apple iPhones in China and shipping them around the world, but Chairman Liu Young-way is looking elsewhere for the next phase of growth. It’s a well-timed pivot.
",1
6,2023-01-03 04:04:28,"Title: The 12 most exciting cameras of 2023, from the Canon EOS R50 to the iPhone 15. Description: We zoom in on this year's most promising camera launches
",0
7,2023-01-03 06:10:31,"Title: Apple Watch Ultra could get a major display breakthrough next year. Description: Apple could add micro-LED to the 2024 Apple Watch Ultra
",1
8,2023-01-03 07:38:22,"Title: Tesla Shares Set for Losses Even as US Tech Futures Flash Green. Description: US stock futures are pointing to gains when trading gets underway, but Tesla Inc. may get left behind.
",-1
9,2023-01-03 08:46:20,"Title: What You Own in a Growth or Value ETF Just Changed. Description: If you came into 2023 looking to a value ETF to outperform growth once again like many advisor peers, make sure you look back under the hood.
",0
10,2023-01-03 09:26:14,"Title: Apple App Store sees growth in December, first time since June. Description: Apple (AAPL) saw net revenue growth in December for its App Store, its first growth since June, implying that there could be ""upside"" in its services segment, Morgan Stanley said.
",1
11,2023-01-03 10:07:07,"Title: Shopify Could Emerge As Another Benefactor Of Apple's Privacy Concerns: FT. Description: Shopify Inc (NYSE: SHOP) aimed to fill a promising gap in marketing data left by Apple Inc’s (NASDAQ: AAPL) privacy crackdown. Shopify offered retailers a new way to target potential customers through prominent ad platforms, Financial Times reports. Harley Finkelstein, Shopify’s president, told FT that after collaborating with Meta Platforms Inc (NASDAQ: META) and Alphabet Inc (NASDAQ: GOOG) (NASDAQ: GOOGL) Google in 2022, its “Audiences” marketing tool was a key area of focus. Also Read: Shopif
",1
12,2023-01-03 11:06:34,"Title: Apple Tells Suppliers To Build Fewer Components For AirPods, Apple Watch And MacBook As Shares Sink To 52-Week Low: What You Need To Know. Description: Apple Inc (NASDAQ: AAPL) shares slid into the end of 2022 on supply chain concerns.
",-1
13,2023-01-03 12:15:22,"Title: New Qi2 Standard for Wireless Devices Ensures Enhanced Consumer Convenience and Efficiency. Description: Wireless Power Consortium reveals new Qi2 standard for wireless devices, ensuring enhanced consumer convenience and efficiency.
",1
14,2023-01-03 13:00:15,"Title: Kozak & Associates, Inc. Goes on Buying Spree in 4th Quarter. Description: GuruFocus Article or News written by insider and the topic is about: 
",0
15,2023-01-03 13:58:31,"Title: 10 Best Stock Traders In Congress In 2022 (Spoiler: Nancy Pelosi Isn't No. 1). Description: A new report was out about the performance of members of the U.S. Congress who bought and sold stocks and options in 2022. The report broke down unusual trading activity from members of Congress and also showed the members who beat the returns of the S&P 500. Here are the highlights of the report.
",1
16,2023-01-03 15:01:47,"Title: Meta Platforms As A Potential Dividend Champion. Description: A committed dividend payment plan could force the Meta Platforms Board and management to be more fiscally responsible. Click here to read more on META stock.
",1
17,2023-01-03 16:11:40,"Title: ASX Today: Rebound hopes rise as US pares falls. Description: The share market looks poised to recoup some of yesterday’s heavy loss…
",1
18,2023-01-03 17:26:22,"Title: How PayPal and Block Stock Could Be Comeback Stories. Description: Baird’s David Koning had had a Neutral rating on Block for about two years, while Truist’s Andrew Jeffrey was on the sidelines regarding PayPal.
",0
19,2023-01-03 18:24:55,"Title: Asia Stocks Face Muted Opening as US Shares Fall: Markets Wrap. Description: We've detected unusual activity from your computer network
",0
